customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date
775,65.0,62100.0,1481.00322203411,Female,North,45.0,Health,42.13570877456068,2022-05-26,2023-07-02
776,42.0,106000.0,295.2243662941738,Male,East,20.0,Clothing,89.24325383271642,2022-04-29,2023-05-26
777,39.0,60200.0,891.3407286316669,Male,South,29.0,Toys,11.798720832439525,2021-10-08,2023-05-08
781,66.0,26800.0,1676.1134275115662,Male,West,48.0,Toys,38.66645568020039,2022-01-27,2023-08-17
782,53.0,106800.0,1014.8819865302758,Male,South,43.0,Clothing,88.0215624485568,2022-06-07,2023-04-03
784,78.0,24400.0,1609.9029765920257,Male,West,41.0,Electronics,39.27998571004826,2021-08-04,2022-06-16
785,58.0,60600.0,1961.971734720878,Male,West,12.0,Home & Garden,88.6416387806375,2022-06-26,2023-02-12
789,24.0,95900.0,1905.9832435755047,Male,South,14.0,Electronics,55.73119719840234,2022-05-15,2023-11-22
791,31.0,88400.0,901.99680087389,Male,East,21.0,Home & Garden,26.861795709379933,2022-03-16,2022-10-19
792,48.0,115100.0,1192.5983706762522,Female,South,1.0,Clothing,56.68143258686786,2021-10-18,2022-09-05
793,69.0,115700.0,1407.8520227356385,Female,South,49.0,Clothing,80.71637664216806,2021-02-08,2021-09-12
794,36.0,93900.0,404.6616705835668,Male,North,43.0,Electronics,56.08936438039106,2021-01-24,2023-08-31
795,75.0,25500.0,905.4580437885472,Male,East,15.0,Toys,93.619154111521,2021-02-12,2023-12-16
796,64.0,103400.0,1663.0461041402243,Male,West,36.0,Health,81.03325075758356,2021-06-19,2022-10-11
798,70.0,83400.0,834.1840530794711,Male,North,22.0,Clothing,38.89584856279373,2021-06-18,2021-07-11
799,22.0,116100.0,1333.457817349069,Female,North,32.0,Health,66.84854273067788,2022-06-22,2023-09-30
801,29.0,26800.0,814.9652689184551,Female,North,33.0,Health,98.77158687446708,2022-04-17,2022-09-27
803,69.0,74300.0,456.6073985305631,Male,North,39.0,Clothing,57.37693055793639,2022-10-07,2023-08-06
804,76.0,63100.0,388.20378496368704,Male,East,23.0,Home & Garden,75.66096897379919,2021-05-23,2022-12-29
805,38.0,37800.0,1902.6209466345344,Male,North,43.0,Clothing,27.323641946394773,2022-11-07,2023-11-04
806,53.0,78600.0,435.5973065807368,Male,West,2.0,Electronics,28.360302725963276,2021-04-11,2023-11-27
807,70.0,37600.0,536.6187877073328,Male,West,2.0,Home & Garden,65.43493461623233,2022-07-29,2023-11-17
810,74.0,116100.0,1405.2011353865855,Female,South,46.0,Electronics,34.133460083121825,2022-04-20,2023-02-04
813,70.0,37100.0,1417.7933484284142,Female,West,7.0,Toys,62.31732430313927,2021-03-01,2022-07-25
814,59.0,32700.0,1017.303446469913,Male,South,36.0,Electronics,34.75918822297629,2021-01-29,2021-05-29
816,56.0,25500.0,1026.1206029570849,Male,South,37.0,Electronics,58.44489043115127,2021-03-14,2022-10-06
818,48.0,112600.0,965.9294102710812,Female,West,36.0,Toys,61.92602137877215,2022-01-29,2023-02-13
819,75.0,108300.0,966.7546686405714,Female,East,23.0,Electronics,84.7058190871695,2022-04-26,2022-06-12
823,46.0,24700.0,911.5593179864212,Male,South,31.0,Home & Garden,28.332773861162643,2021-11-20,2022-11-15
824,60.0,53700.0,1071.5968027483043,Female,North,34.0,Clothing,97.81531220840392,2021-03-28,2023-06-27
825,28.0,79200.0,1496.5209790854788,Female,North,1.0,Electronics,26.31502596023292,2021-12-25,2022-08-06
827,64.0,64700.0,1399.1915762452113,Male,West,40.0,Health,87.73650457130682,2021-07-16,2022-04-01
828,29.0,69400.0,1849.6645179144523,Male,East,43.0,Clothing,8.006366266022624,2022-01-20,2022-10-05
829,26.0,88700.0,1644.2416945314578,Male,East,15.0,Health,82.06880020942519,2021-04-28,2022-07-15
830,27.0,42100.0,1132.4903038228465,Female,North,48.0,Health,57.100836897467,2022-05-13,2022-06-17
833,34.0,100700.0,1245.9527276012557,Female,North,44.0,Clothing,3.919683545574304,2022-08-17,2022-11-30
836,24.0,41400.0,1112.8339948997236,Male,North,6.0,Electronics,7.120009847449815,2022-02-21,2023-01-24
837,63.0,103300.0,498.8396269223992,Female,West,8.0,Clothing,88.72043142578919,2022-04-12,2023-11-06
839,57.0,72800.0,1936.130793170757,Female,North,34.0,Home & Garden,19.694117324489145,2021-12-31,2023-04-08
840,59.0,72800.0,1322.375458879748,Female,West,32.0,Electronics,62.04679732142539,2021-06-02,2021-06-22
841,26.0,81500.0,1137.5028530711995,Female,South,42.0,Toys,79.46795684312156,2021-09-29,2023-07-25
842,67.0,64200.0,1867.2541185458904,Male,North,4.0,Electronics,88.95906413668648,2022-01-27,2022-12-08
843,44.0,81100.0,1181.2933264541484,Male,East,44.0,Clothing,46.83069268391464,2022-07-01,2023-09-03
844,75.0,28300.0,1061.6433864664575,Male,East,39.0,Health,89.74998774012042,2022-12-26,2023-02-22
846,22.0,98300.0,1431.077925593358,Female,North,24.0,Health,68.8228042177691,2022-03-06,2022-10-25
848,54.0,75300.0,953.19038365676,Female,North,26.0,Clothing,23.595178919452675,2021-07-08,2023-01-30
850,36.0,88900.0,768.8845401818227,Male,South,36.0,Electronics,34.20188249778702,2022-01-30,2022-12-18
852,65.0,84100.0,837.9526474997456,Male,North,10.0,Health,28.416280570487416,2021-08-07,2022-11-08
854,18.0,119300.0,836.4856448038685,Male,West,12.0,Health,47.75240359212872,2021-07-09,2021-08-01
855,39.0,23400.0,163.10835619488967,Male,South,1.0,Clothing,37.504129449490186,2021-08-22,2023-02-05
857,34.0,57400.0,1710.2360069034016,Male,West,16.0,Electronics,19.45299749000532,2021-08-20,2022-03-11
858,24.0,98700.0,1456.0684270220197,Female,South,5.0,Home & Garden,44.741145428699525,2021-12-24,2023-04-22
859,42.0,99200.0,733.5801993071402,Female,East,19.0,Home & Garden,62.46355586881762,2022-04-23,2022-10-07
862,53.0,86300.0,1100.0708741797746,Female,South,26.0,Electronics,44.32811764267336,2021-08-25,2022-01-12
863,23.0,23800.0,429.97302509840506,Female,East,49.0,Health,94.79609167513946,2021-02-02,2021-08-13
864,77.0,42200.0,1097.0667603442355,Male,East,39.0,Health,13.465892662418522,2021-08-01,2023-11-07
866,36.0,43400.0,1700.8692615626242,Male,North,9.0,Electronics,61.76380505435449,2022-01-14,2022-04-18
867,78.0,66800.0,806.5975162241102,Male,West,45.0,Home & Garden,82.00641195433708,2021-01-02,2022-04-20
872,27.0,45000.0,1149.4107929792103,Female,North,37.0,Clothing,87.75817725333674,2021-10-06,2022-12-20
873,43.0,37000.0,1171.4971247872177,Female,East,20.0,Home & Garden,71.458347121046,2021-08-02,2022-02-04
874,36.0,118000.0,1435.0974369667538,Female,South,8.0,Electronics,52.42366565631603,2021-10-12,2022-08-13
877,20.0,119300.0,579.0884797044594,Male,West,21.0,Clothing,48.05782526886784,2021-10-01,2023-08-17
878,62.0,99000.0,180.2883975090625,Male,South,41.0,Toys,62.07082263350591,2021-01-11,2021-04-29
879,30.0,115400.0,1755.6953774914657,Female,East,19.0,Toys,7.922653788091982,2021-02-16,2023-04-16
880,67.0,36800.0,1463.1622128869155,Female,East,29.0,Electronics,49.73513231268498,2022-05-30,2023-04-22
881,45.0,64500.0,616.8968577284254,Male,North,31.0,Clothing,69.81576440198451,2022-10-04,2023-05-17
882,79.0,44400.0,1206.7585258865329,Male,South,6.0,Toys,58.407190993377,2022-03-14,2023-08-03
884,37.0,34400.0,1782.6685111556264,Male,North,43.0,Home & Garden,22.34273167496692,2022-11-02,2023-06-02
885,45.0,81400.0,247.5145598565824,Male,East,29.0,Health,30.967020009015958,2022-03-03,2022-07-20
888,58.0,106200.0,1174.5930904366812,Male,North,1.0,Toys,62.172661530888185,2021-01-22,2022-01-03
889,56.0,71700.0,1166.3513341856926,Female,East,44.0,Home & Garden,58.97376125562032,2022-01-24,2022-09-22
890,18.0,54700.0,127.93361632689606,Male,South,15.0,Home & Garden,97.04174793868636,2021-05-15,2021-05-28
892,30.0,94700.0,1008.413914745837,Female,North,21.0,Toys,10.812260729606148,2021-08-08,2023-03-27
896,77.0,84200.0,985.0211945106448,Female,West,17.0,Clothing,82.5855420859452,2022-08-25,2023-06-20
898,42.0,37200.0,538.2671782662752,Female,West,39.0,Electronics,34.66437466405288,2021-10-25,2022-12-24
899,73.0,39600.0,1255.996659255086,Female,East,3.0,Health,31.885377061487585,2022-05-19,2023-12-21
900,50.0,80100.0,1662.1825972819015,Male,East,30.0,Home & Garden,86.14071815541813,2022-11-16,2023-08-31
901,55.0,82100.0,396.8672106881941,Female,North,35.0,Clothing,19.673286642818034,2021-12-23,2023-08-09
902,70.0,97400.0,1836.0967718132283,Male,West,29.0,Home & Garden,16.041770543260924,2022-03-31,2022-06-20
905,61.0,53200.0,873.0993852568961,Male,East,28.0,Electronics,81.09308556284091,2022-12-10,2023-08-01
907,49.0,113600.0,1455.720096667966,Female,West,26.0,Electronics,17.346199811481288,2021-02-03,2021-02-22
908,62.0,92000.0,1596.6753135619615,Male,West,7.0,Health,20.919416762862053,2021-09-05,2022-10-13
909,78.0,42800.0,1669.216036790949,Female,West,39.0,Health,61.9183778517851,2021-02-11,2021-09-28
910,64.0,99000.0,1971.821134179768,Male,East,31.0,Home & Garden,24.60352262142299,2021-05-03,2021-07-20
911,38.0,48700.0,1586.7428991434333,Male,East,5.0,Health,87.72802313513668,2021-01-27,2022-01-31
915,28.0,68500.0,101.31498212500271,Male,West,36.0,Health,84.56431203863204,2022-05-11,2023-07-12
918,53.0,51800.0,59.64599486973149,Female,North,40.0,Health,33.62965412697576,2022-04-05,2022-07-15
920,36.0,95000.0,787.1835983670782,Male,South,45.0,Clothing,56.19752393137492,2021-05-08,2021-07-24
921,37.0,57500.0,1175.1746076565014,Female,West,22.0,Electronics,53.78282791267486,2022-01-11,2023-08-26
923,35.0,94900.0,1246.0245482384669,Male,South,15.0,Toys,34.75338626603488,2021-03-24,2023-10-01
924,64.0,93000.0,970.9826324068844,Female,South,49.0,Clothing,0.5896940036786757,2022-06-19,2023-10-16
925,58.0,70600.0,1330.1736140530666,Male,South,5.0,Home & Garden,3.503165294061683,2022-06-07,2022-10-02
926,66.0,58400.0,453.86960804818574,Male,North,4.0,Home & Garden,66.38264614225129,2022-11-30,2023-09-21
927,31.0,27500.0,243.4295106235704,Female,North,11.0,Home & Garden,52.32580481554814,2022-09-20,2022-12-02
928,32.0,30600.0,1200.9392301588068,Male,South,18.0,Clothing,82.10112596512735,2022-11-05,2022-12-14
929,48.0,99300.0,979.6852435338888,Male,West,42.0,Clothing,30.04098587867969,2021-04-13,2022-09-29
930,18.0,37600.0,73.19795500897189,Male,West,49.0,Electronics,81.54722372311751,2022-06-03,2023-03-15
932,71.0,110500.0,230.12865927217103,Male,North,15.0,Electronics,9.669838554633724,2022-11-15,2023-05-28
933,71.0,56800.0,1072.0865268703365,Male,South,6.0,Toys,97.79115625906942,2021-09-13,2023-05-07
934,20.0,95800.0,803.6398057276529,Male,North,16.0,Home & Garden,51.19359291455199,2021-09-04,2021-10-01
935,33.0,81100.0,1234.0407839839754,Male,South,47.0,Clothing,62.94785139623463,2021-07-11,2022-06-15
937,74.0,56100.0,613.3439940061518,Male,East,9.0,Health,36.24122522268807,2022-06-19,2022-12-19
941,49.0,104200.0,1367.7312989869592,Male,North,13.0,Electronics,65.70008866315482,2022-03-20,2022-07-09
943,25.0,72400.0,1031.7220712292228,Male,West,27.0,Electronics,19.01258976890813,2021-07-14,2023-06-01
944,55.0,59800.0,868.9532964070734,Male,South,9.0,Home & Garden,33.25960843959675,2021-09-15,2022-08-01
945,29.0,74400.0,126.48828907120826,Male,North,5.0,Clothing,10.879584638095483,2022-08-05,2022-09-23
946,41.0,88700.0,63.72997369633589,Female,North,22.0,Clothing,60.22084642482034,2021-12-26,2023-04-01
947,45.0,102300.0,728.763165174874,Female,South,31.0,Health,80.09376958208561,2022-07-02,2022-08-07
948,70.0,35500.0,680.6485634547114,Female,South,3.0,Health,61.083865658493366,2021-04-18,2023-04-26
949,25.0,84100.0,787.6364065812334,Female,West,30.0,Health,17.9783830977044,2021-01-24,2023-04-22
951,45.0,95800.0,1481.5731756629505,Male,West,35.0,Home & Garden,83.49341485264097,2022-04-10,2022-12-31
952,53.0,86700.0,1716.7895412569533,Male,South,6.0,Toys,30.27247960782191,2021-01-22,2021-09-11
953,43.0,103600.0,1878.6549780405887,Male,North,28.0,Clothing,83.26515022526404,2022-05-17,2022-07-25
955,75.0,65800.0,1407.7140842683486,Male,West,42.0,Clothing,2.174080783667487,2022-05-16,2023-05-01
957,67.0,60700.0,848.2163999651021,Female,West,25.0,Home & Garden,54.29424057977258,2022-02-11,2023-09-02
960,54.0,88900.0,1041.0395711326048,Male,South,22.0,Clothing,64.10423182678943,2021-10-13,2023-09-06
962,53.0,111800.0,373.2638711957216,Female,West,39.0,Health,18.462720673731532,2022-01-19,2023-05-21
963,44.0,41400.0,234.1469288552464,Male,West,30.0,Electronics,76.00358554624314,2021-01-11,2021-09-14
967,50.0,91500.0,399.6377104327276,Female,East,40.0,Electronics,9.105385030946444,2021-10-30,2022-07-10
968,70.0,60400.0,1119.8846147358702,Male,West,33.0,Electronics,25.11002237065345,2021-07-23,2022-12-25
969,37.0,37300.0,1176.160192737048,Female,West,25.0,Electronics,28.492980552511423,2021-12-11,2022-10-15
971,45.0,64100.0,1705.7833808251185,Male,North,24.0,Health,16.088336774205892,2021-01-22,2021-03-26
974,30.0,67500.0,1367.161139249794,Female,South,46.0,Clothing,49.09317308164655,2021-04-06,2021-10-11
975,63.0,31200.0,562.7583203620173,Male,West,13.0,Health,43.46945143083677,2022-03-21,2023-12-02
976,52.0,28800.0,1658.796885666918,Male,East,10.0,Electronics,56.6601346950191,2021-09-20,2023-09-30
978,23.0,99300.0,1582.2652322053057,Female,North,18.0,Clothing,99.00863745790824,2022-01-18,2022-09-06
979,35.0,21000.0,255.8309410358982,Male,North,32.0,Health,55.7524376194266,2022-07-04,2022-10-11
981,22.0,111600.0,587.2180007342756,Female,East,36.0,Electronics,58.99776046995998,2022-08-24,2023-09-25
983,42.0,37500.0,1501.0718318648169,Male,East,16.0,Electronics,2.403769666640887,2021-04-02,2023-07-27
985,27.0,25800.0,1414.5839255952174,Male,South,18.0,Toys,1.056687207381335,2021-06-08,2023-07-10
988,67.0,27100.0,626.4104162691372,Male,West,16.0,Electronics,23.7604496983026,2022-01-07,2022-01-31
991,22.0,118800.0,401.8837260054362,Female,North,1.0,Health,6.63511719879809,2021-02-06,2021-09-06
993,73.0,90200.0,1073.801292215264,Female,East,38.0,Electronics,82.26562836884254,2022-11-22,2022-12-02
994,50.0,109900.0,1646.8503081623314,Male,South,28.0,Electronics,83.6737569944919,2021-02-06,2022-01-29
995,71.0,27600.0,220.7320880903298,Female,West,45.0,Health,72.67000841845227,2021-04-11,2022-10-14
996,18.0,67100.0,1587.9448211155438,Female,South,17.0,Health,35.27450125170921,2022-06-27,2023-10-15
997,35.0,57300.0,1626.9125686160653,Male,South,1.0,Electronics,82.12544498888423,2021-07-09,2022-02-10
998,49.0,92200.0,974.9025201614562,Male,East,32.0,Electronics,53.9774520242882,2022-05-27,2023-09-27
1000,66.0,97400.0,365.6879054694291,Male,North,40.0,Clothing,43.72767691143904,2021-03-31,2021-06-04
1001,28.0,46500.0,1420.704024820626,Female,North,43.0,Clothing,6.576776983457567,2021-01-06,2023-05-17
1002,38.0,38700.0,1429.32033108208,Female,East,46.0,Toys,94.49086867499136,2021-05-19,2022-07-13
1003,43.0,99700.0,1798.7434448319773,Male,West,24.0,Health,61.911641735184006,2021-04-05,2021-07-13
1006,76.0,104100.0,260.4015128998448,Male,West,39.0,Health,66.77499845209806,2022-01-21,2023-09-07
1007,44.0,42100.0,1447.8420675665109,Female,South,39.0,Home & Garden,1.726098549724009,2021-05-03,2023-10-31
1008,66.0,91900.0,383.8936369136443,Female,East,10.0,Clothing,52.53712797848466,2021-10-12,2022-04-17
1010,50.0,28100.0,984.6797737053896,Male,West,25.0,Electronics,4.451885141159995,2022-11-22,2023-03-13
1011,51.0,51800.0,69.03445760077938,Female,East,10.0,Electronics,95.61656838882706,2022-05-05,2022-07-07
1012,58.0,47800.0,512.6616734994651,Female,West,19.0,Health,42.41596830059892,2021-11-21,2022-12-31
1013,52.0,43200.0,827.6214248444145,Female,South,46.0,Toys,28.989549205137124,2022-02-11,2022-05-28
1014,18.0,50500.0,573.6799106165483,Male,West,45.0,Clothing,53.18213616419428,2022-06-03,2023-10-10
1016,65.0,91700.0,1461.4642704364708,Female,South,16.0,Clothing,47.47550617686376,2021-03-18,2023-04-30
1017,72.0,26400.0,1630.03235723261,Female,South,2.0,Electronics,64.51056765863919,2021-08-22,2023-03-05
1020,34.0,81600.0,783.3960575146014,Female,West,29.0,Electronics,13.803091519663656,2022-04-09,2022-05-19
1021,22.0,40600.0,1023.2378658909256,Male,North,31.0,Home & Garden,3.8663386178099945,2021-09-28,2022-12-12
1026,70.0,56600.0,158.04446315078437,Male,East,15.0,Electronics,45.58894241342409,2022-12-20,2023-07-10
1027,40.0,62300.0,1788.9413635942144,Male,North,44.0,Home & Garden,3.881198102684702,2021-09-27,2022-04-22
1028,54.0,47800.0,787.9118537507668,Female,West,31.0,Clothing,3.486590631702557,2022-08-28,2022-12-23
1030,54.0,35900.0,1454.8985834384123,Female,North,41.0,Toys,35.3081157400866,2021-06-26,2021-12-31
1032,27.0,22000.0,1727.7294513586355,Male,South,45.0,Health,49.39872654301404,2022-11-22,2023-01-04
1033,36.0,96500.0,645.6743394279501,Female,East,26.0,Health,36.06696643093027,2022-10-03,2023-05-26
1034,34.0,28600.0,1707.3805345793146,Male,East,38.0,Toys,55.54413024408264,2022-09-29,2023-09-21
1035,38.0,106900.0,101.04920986120386,Male,West,36.0,Health,72.08252280828007,2021-01-27,2022-10-23
1037,26.0,96200.0,1254.568006444826,Male,West,3.0,Electronics,15.70836476289097,2021-03-01,2021-11-09
1041,62.0,76900.0,687.7884541873681,Female,East,41.0,Clothing,75.08303636863344,2021-09-27,2022-12-04
1042,30.0,90400.0,375.6075672513899,Female,East,27.0,Toys,22.280684240028517,2021-04-26,2022-10-08
1043,21.0,20400.0,577.0742312706064,Male,West,1.0,Home & Garden,99.42996338040386,2021-09-02,2023-01-27
1044,79.0,64000.0,925.999157855855,Female,South,17.0,Home & Garden,16.783152136480915,2022-10-22,2023-04-22
1045,18.0,102400.0,961.2639936038552,Male,North,48.0,Toys,78.87717155654934,2022-08-27,2023-05-29
1046,66.0,82500.0,1570.3404580674598,Male,East,34.0,Health,70.50444718255345,2021-03-26,2022-05-31
1050,45.0,20400.0,246.18953441096372,Female,East,34.0,Clothing,85.23740974825584,2022-06-20,2023-01-19
1051,48.0,95300.0,525.5996334532249,Male,West,40.0,Health,38.61869441194644,2021-03-30,2023-03-30
1052,25.0,105400.0,1659.393397734458,Female,East,25.0,Clothing,6.117988091840654,2022-07-03,2023-09-29
1053,56.0,120000.0,768.4281964797832,Female,East,2.0,Toys,37.44191769022967,2022-05-22,2023-05-17
1054,43.0,50700.0,1962.7394864118075,Male,East,34.0,Toys,20.73126732427414,2022-02-12,2022-08-31
1055,75.0,45900.0,943.181497425114,Female,South,26.0,Clothing,93.92070170650176,2021-09-28,2023-06-29
1057,71.0,75800.0,816.5679419370964,Male,South,9.0,Toys,5.083266421334864,2022-05-09,2023-11-03
1061,67.0,46800.0,1104.085410438789,Male,West,29.0,Clothing,90.62964019071607,2021-12-16,2022-02-20
1062,29.0,33300.0,1888.680660509371,Female,East,25.0,Home & Garden,11.227960583907436,2021-11-24,2023-11-02
1063,18.0,84000.0,516.7628267375273,Female,West,38.0,Home & Garden,44.02900460086961,2021-10-13,2023-08-06
1064,71.0,59500.0,219.11420952521985,Female,North,44.0,Health,93.18832818364258,2021-02-04,2023-01-22
1065,61.0,75600.0,798.6577404964461,Female,North,25.0,Toys,14.521168671467056,2022-06-17,2023-08-08
1068,47.0,77200.0,705.4698356270487,Female,South,44.0,Health,3.0058312201998505,2022-05-02,2022-11-21
1070,74.0,66900.0,713.3933884259737,Female,North,37.0,Electronics,95.27928270829128,2022-06-08,2022-08-11
1071,34.0,64700.0,1242.0947743290271,Male,North,16.0,Home & Garden,57.1092608986254,2021-05-26,2023-12-06
1076,54.0,21400.0,1739.7429159339324,Female,West,20.0,Health,22.776040309328828,2021-09-29,2023-10-01
1077,38.0,100400.0,1137.98691863448,Female,North,9.0,Clothing,10.18373415997994,2022-06-18,2023-05-11
1078,31.0,110800.0,1042.922631871465,Male,East,23.0,Electronics,72.89330117180371,2022-09-22,2023-04-25
1079,19.0,55500.0,583.5087569632684,Female,West,39.0,Home & Garden,18.056501667522472,2021-04-05,2023-09-22
1082,56.0,59000.0,1376.6455362900056,Male,North,19.0,Toys,3.9570961811353778,2021-09-14,2021-12-17
1085,51.0,46500.0,545.1129032537217,Male,West,43.0,Electronics,15.26968104465608,2022-03-12,2023-09-06
1088,51.0,39600.0,849.8896253952688,Male,South,21.0,Health,35.65657573377936,2021-01-19,2021-02-26
1092,44.0,75700.0,345.906561925158,Female,South,7.0,Electronics,96.29802480652717,2021-06-09,2021-10-10
1093,68.0,46100.0,146.48193951318763,Female,West,22.0,Clothing,39.0729056209689,2021-04-10,2023-03-17
1095,69.0,27700.0,456.2318152714957,Male,West,23.0,Health,66.5772421060789,2021-02-18,2021-08-06
1096,74.0,111100.0,1040.304272228866,Male,North,15.0,Toys,80.94785841221682,2022-11-08,2023-01-15
1097,55.0,21300.0,222.68682747475444,Female,West,30.0,Home & Garden,62.62149908585452,2022-02-19,2022-11-11
1098,50.0,66100.0,1508.5061596122966,Female,North,34.0,Toys,69.86102220544285,2021-02-28,2023-09-24
1099,41.0,87500.0,1814.3423684815743,Male,North,13.0,Clothing,37.29315685666111,2021-07-02,2021-09-17
1104,59.0,117900.0,40.89122245137591,Female,South,34.0,Home & Garden,0.1256795393811183,2022-07-09,2023-08-14
1105,68.0,86500.0,800.2985024935161,Male,North,34.0,Home & Garden,93.37621198067512,2021-12-20,2022-04-17
1106,34.0,80100.0,1704.884760825464,Male,South,36.0,Home & Garden,30.60152412145538,2021-08-01,2022-11-10
1107,22.0,58700.0,704.8005387910332,Male,West,35.0,Health,19.66320424660023,2021-07-08,2022-01-16
1110,27.0,98500.0,1608.0357751600798,Male,South,14.0,Home & Garden,47.45464264481737,2021-05-17,2021-07-12
1111,73.0,92800.0,337.97551618575096,Female,North,34.0,Electronics,6.935167101859663,2021-01-30,2023-07-26
1112,34.0,98600.0,1083.9341837494987,Male,West,48.0,Home & Garden,5.267315620545087,2021-05-26,2022-08-24
1113,27.0,92900.0,400.071769211537,Male,North,11.0,Clothing,29.29107655380726,2022-04-13,2022-08-30
1114,34.0,79000.0,1444.0841497074107,Male,South,13.0,Electronics,29.576613119709585,2022-09-09,2023-02-04
1116,37.0,99100.0,646.1059426753935,Male,East,2.0,Clothing,40.47915943205342,2021-07-10,2023-09-18
1117,41.0,22500.0,1693.0422902074008,Female,East,34.0,Electronics,28.402866820278227,2022-04-16,2022-05-21
1120,23.0,82200.0,816.698640430486,Female,West,4.0,Clothing,88.60190180435904,2021-01-01,2022-04-11
1122,19.0,88400.0,1258.4465596408295,Female,East,26.0,Home & Garden,16.287222816434788,2021-03-05,2023-06-07
1123,30.0,56600.0,326.6179966760661,Male,North,28.0,Electronics,54.72927643469817,2021-02-22,2022-04-19
1124,79.0,56400.0,758.5396744223888,Female,West,3.0,Toys,63.075350298143086,2021-09-19,2022-10-17
1126,60.0,75300.0,1397.674034542676,Male,South,10.0,Clothing,37.73484566398125,2021-10-29,2022-06-06
1127,65.0,89400.0,1889.533499925293,Male,South,18.0,Home & Garden,61.82003428645584,2021-08-22,2023-02-23
1128,28.0,114300.0,1991.1117166714157,Male,West,27.0,Electronics,87.81810458043095,2021-03-14,2022-02-19
1129,68.0,41100.0,911.5480846743496,Male,West,31.0,Clothing,44.995378578085,2021-12-23,2021-12-30
1132,40.0,26200.0,1697.593431726193,Female,South,1.0,Home & Garden,13.65669267033004,2021-01-06,2022-03-19
1135,48.0,61900.0,696.894222220339,Female,East,34.0,Electronics,23.842370049535557,2021-05-17,2022-05-24
1136,28.0,118700.0,1971.891245711604,Male,West,39.0,Clothing,0.2007045838974042,2022-02-08,2022-04-11
1140,21.0,102100.0,37.37887965690034,Male,West,18.0,Toys,26.27899723554192,2021-07-25,2022-12-24
1141,57.0,28100.0,776.6231594754559,Male,South,21.0,Home & Garden,24.053789330505023,2022-02-14,2023-04-22
1143,73.0,82400.0,94.04604100941864,Female,East,4.0,Toys,84.12262245742964,2021-02-05,2021-06-23
1144,42.0,35100.0,1020.6232078817408,Male,West,13.0,Clothing,17.033163436986953,2021-08-18,2022-10-08
1148,44.0,41900.0,259.0783390754266,Female,South,13.0,Electronics,60.33139044459218,2021-05-11,2023-10-27
1149,46.0,88100.0,1954.3917813307128,Female,South,27.0,Toys,90.31525112022932,2022-07-31,2023-05-28
1151,67.0,44100.0,901.642569034115,Male,East,49.0,Home & Garden,81.06720567624114,2021-07-05,2022-03-04
1153,75.0,112500.0,1629.864338483958,Male,North,38.0,Clothing,70.29492911786699,2021-07-05,2023-07-22
1154,68.0,110200.0,216.4746002674006,Male,West,19.0,Toys,9.294746645370632,2021-10-01,2022-05-24
1155,36.0,72000.0,868.7156728328929,Female,East,1.0,Home & Garden,1.608008640590597,2022-10-25,2023-06-26
1156,38.0,119500.0,1264.4342970676837,Female,South,40.0,Toys,16.85596720562218,2021-12-18,2022-10-07
1158,35.0,56200.0,1262.386439556824,Female,West,21.0,Toys,72.51376641998436,2021-05-31,2023-04-04
1159,45.0,25900.0,1848.8563783483123,Female,North,22.0,Electronics,55.70068206893427,2022-01-19,2023-11-28
1160,59.0,106700.0,1995.0858997218963,Female,West,15.0,Home & Garden,52.59508645456058,2021-02-05,2022-07-20
1161,78.0,56700.0,84.25313204553791,Male,North,39.0,Electronics,25.28673003281405,2021-11-22,2022-09-09
1163,38.0,42400.0,634.408089267561,Female,South,39.0,Clothing,20.65479697688959,2022-04-11,2023-04-28
1164,23.0,47000.0,810.2696788810329,Female,West,32.0,Toys,40.027700741448015,2021-04-05,2021-10-30
1165,18.0,98000.0,499.66917201783946,Male,East,49.0,Home & Garden,74.0143206760953,2021-05-14,2023-01-26
1166,22.0,20300.0,422.9062292195188,Female,East,4.0,Home & Garden,25.451661653646998,2021-06-11,2021-06-13
1169,43.0,32000.0,113.0451519861726,Female,North,32.0,Toys,88.54408485107929,2021-12-22,2023-02-22
1170,63.0,72900.0,690.8497827775993,Male,South,4.0,Electronics,23.291456088903335,2021-08-28,2022-01-03
1171,51.0,101500.0,822.1941362832451,Male,South,1.0,Toys,45.085668261760894,2022-07-18,2022-12-28
1173,31.0,78700.0,1265.1683360365876,Female,West,7.0,Health,33.51531426223207,2021-06-16,2023-05-12
1174,43.0,106100.0,1287.9538783555972,Male,South,9.0,Health,50.6880444032203,2021-05-20,2021-10-07
1175,62.0,76700.0,1703.9983720906223,Female,North,1.0,Electronics,73.27402143357924,2021-05-19,2021-11-12
1176,44.0,47900.0,1486.9211514027313,Female,North,16.0,Toys,19.807712005863177,2021-08-23,2023-03-27
1177,26.0,97900.0,1094.2951873925922,Male,West,18.0,Clothing,21.809212840646587,2021-01-03,2021-05-31
1178,43.0,30600.0,1314.1018046879517,Male,East,47.0,Toys,63.15778405210494,2021-09-13,2023-10-06
1179,74.0,104800.0,562.4977874551759,Female,North,6.0,Clothing,38.24577834543116,2022-01-06,2022-10-31
1180,64.0,57000.0,1194.251256135368,Male,South,2.0,Toys,48.20948672323478,2021-10-05,2022-02-11
